date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:53	35437/35437	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Feb%202023%2010:32:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/Jack/Documents/newproject/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
15:54:54	145327/145327	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2013:13:44%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/Jack/Documents/newproject/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
15:54:54	153476/153476	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2013:36:08%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/Jack/Documents/newproject/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:54:54	198605/198605	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2013:13:44%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/Jack/Documents/newproject/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
15:54:54	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/Jack/Documents/newproject/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
15:54:54	816924/816924	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2015:54:53%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/Jack/Documents/newproject/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
15:54:54	178617/178617	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2013:36:12%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/Jack/Documents/newproject/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:54:55	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202023%2007:57:42%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/Jack/Documents/newproject/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
15:54:55	176733/176733	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2013:15:53%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/Jack/Documents/newproject/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
15:54:55	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2023:39:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/Jack/Documents/newproject/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
